WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
912,9,12,SEPTEMBER,9,"25,26"
912,9,12,NOVEMBER,11,"13,14"
913,9,13,MAY,5,"3,6"
913,9,13,JUNE,6,"21,24"
913,9,13,AUGUST,8,"9,12"
913,9,13,SEPTEMBER,9,"27,30"
913,9,13,NOVEMBER,11,"15,18"
914,9,14,MAY,5,"7,8"
914,9,14,JUNE,6,"25,26"
914,9,14,AUGUST,8,"13,14"
914,9,14,OCTOBER,10,"1,2"
914,9,14,NOVEMBER,11,"19,20"
915,9,15,MAY,5,"9,10"
915,9,15,JUNE,6,"27,28"
915,9,15,AUGUST,8,"15,16"
915,9,15,OCTOBER,10,"3,4"
915,9,15,NOVEMBER,11,"21,22"
916,9,16,MAY,5,"13,14"
916,9,16,JULY,7,"1,2"
916,9,16,AUGUST,8,"19,20"
916,9,16,OCTOBER,10,"7,8"
917,9,17,MAY,5,"15,16"
917,9,17,JULY,7,"3,5"
917,9,17,AUGUST,8,"21,22"
917,9,17,OCTOBER,10,"9,10"
1001,10,1,APRIL,4,"1,2"
1001,10,1,MAY,5,"17,20"
1001,10,1,JULY,7,"8,9"
1001,10,1,AUGUST,8,"23,26"
1001,10,1,OCTOBER,10,"11,15"
1002,10,2,APRIL,4,"3,4"
1002,10,2,MAY,5,"21,22"
1002,10,2,JULY,7,"10,11"
1002,10,2,AUGUST,8,"27,28"
1002,10,2,OCTOBER,10,"16,17"
1003,10,3,APRIL,4,"5,8"
1003,10,3,MAY,5,"23,24"
1003,10,3,JULY,7,"12,15"
1003,10,3,AUGUST,8,"29,30"
1003,10,3,OCTOBER,10,"18,21"
1004,10,4,APRIL,4,"9,10"
1004,10,4,MAY,5,"28,29"
1004,10,4,JULY,7,"16,17"
1004,10,4,SEPTEMBER,9,"3,4"
1004,10,4,OCTOBER,10,"22,23"
1005,10,5,APRIL,4,"11,12"
1005,10,5,MAY,5,"30,31"
1005,10,5,JULY,7,"18,19"
1005,10,5,SEPTEMBER,9,"5,6"
1005,10,5,OCTOBER,10,"24,25"
1006,10,6,APRIL,4,"15,16"
1006,10,6,JUNE,6,"3,4"
1006,10,6,JULY,7,"22,23"
1006,10,6,SEPTEMBER,9,"9,10"
1006,10,6,OCTOBER,10,"28,29"
1007,10,7,APRIL,4,"17,18"
1007,10,7,JUNE,6,"5,6"
1007,10,7,JULY,7,"24,25"
1007,10,7,SEPTEMBER,9,"11,12"
1007,10,7,OCTOBER,10,"30,31"
1008,10,8,APRIL,4,"19,22"
1008,10,8,JUNE,6,"7,10"
1008,10,8,JULY,7,"26,29"
1008,10,8,SEPTEMBER,9,"13,16"
1008,10,8,NOVEMBER,11,"1,4"
1009,10,9,APRIL,4,"23,24"
1009,10,9,JUNE,6,"11,12"
1009,10,9,JULY,7,"30,31"
1009,10,9,SEPTEMBER,9,"17,18"
1009,10,9,NOVEMBER,11,"5,6"
1010,10,10,APRIL,4,"25,26"
1010,10,10,JUNE,6,"13,14"
1010,10,10,AUGUST,8,"1,2"
1010,10,10,SEPTEMBER,9,"19,20"
1010,10,10,NOVEMBER,11,"7,8"
1011,10,11,APRIL,4,"29,30"
1011,10,11,JUNE,6,"17,18"
1011,10,11,AUGUST,8,"5,6"
1011,10,11,SEPTEMBER,9,"23,24"
1011,10,11,NOVEMBER,11,"11,12"
1012,10,12,MAY,5,"1,2"
1012,10,12,JUNE,6,"19,20"
1012,10,12,AUGUST,8,"7,8"
1012,10,12,SEPTEMBER,9,"25,26"
1012,10,12,NOVEMBER,11,"13,14"
1013,10,13,MAY,5,"3,6"
1013,10,13,JUNE,6,"21,24"
1013,10,13,AUGUST,8,"9,12"
1013,10,13,SEPTEMBER,9,"27,30"
1013,10,13,NOVEMBER,11,"15,18"
1014,10,14,MAY,5,"7,8"
1014,10,14,JUNE,6,"25,26"
1014,10,14,AUGUST,8,"13,14"
1014,10,14,OCTOBER,10,"1,2"
1014,10,14,NOVEMBER,11,"19,20"
1015,10,15,MAY,5,"9,10"
1015,10,15,JUNE,6,"27,28"
1015,10,15,AUGUST,8,"15,16"
1015,10,15,OCTOBER,10,"3,4"
1015,10,15,NOVEMBER,11,"21,22"
1016,10,16,MAY,5,"13,14"
1016,10,16,JULY,7,"1,2"
1016,10,16,AUGUST,8,"19,20"
1016,10,16,OCTOBER,10,"7,8"
1017,10,17,MAY,5,"15,16"
1017,10,17,JULY,7,"3,5"
1017,10,17,AUGUST,8,"21,22"
1017,10,17,OCTOBER,10,"9,10"
1101,11,1,APRIL,4,"1,2"
1101,11,1,MAY,5,"30,31"
1101,11,1,JULY,7,"30,31"
1101,11,1,SEPTEMBER,9,"27,30"
1102,11,2,APRIL,4,"3,4,5,8"
1102,11,2,JUNE,6,"3,4,5,6"
1102,11,2,AUGUST,8,"1,2,5,6"
1102,11,2,OCTOBER,10,"1,2,3,4"
1103,11,3,APRIL,4,"9,10"
1103,11,3,JUNE,6,"7,10"
1103,11,3,AUGUST,8,"7,8"
1103,11,3,OCTOBER,10,"7,8"
1104,11,4,APRIL,4,"11,12,15,16"
1104,11,4,JUNE,6,"11,12,13,14"
1104,11,4,AUGUST,8,"9,12,13,14"
1104,11,4,OCTOBER,10,"9,10,11,15"
1105,11,5,APRIL,4,"17,18,19,22"
1105,11,5,JUNE,6,"17,18,19,20"
1105,11,5,AUGUST,8,"15,16,19,20"
1105,11,5,OCTOBER,10,"16,17,18,21"
1106,11,6,APRIL,4,"23,24"
1106,11,6,JUNE,6,"21,24"
1106,11,6,AUGUST,8,"21,22"
1106,11,6,OCTOBER,10,"22,23"
1107,11,7,APRIL,4,"25,26"
1107,11,7,JUNE,6,"25,26"
1107,11,7,AUGUST,8,"23,26"
1107,11,7,OCTOBER,10,"24,25"
1108,11,8,APRIL,4,"29,30"
1108,11,8,MAY,5,"1,2"
1108,11,8,JUNE,6,"27,28"
1108,11,8,JULY,7,"1,2"
1108,11,8,AUGUST,8,"27,28,29,30"
1108,11,8,OCTOBER,10,"28,29,30,31"
1109,11,9,MAY,5,"3,6"
1109,11,9,JULY,7,"3,5"
1109,11,9,SEPTEMBER,9,"3,4"
1109,11,9,NOVEMBER,11,"1,4"
1110,11,10,MAY,5,"7,8,9,10"
1110,11,10,JULY,7,"8,9,10,11"
1110,11,10,SEPTEMBER,9,"5,6,9,10"
1110,11,10,NOVEMBER,11,"5,6,7,8"
1111,11,11,MAY,5,"13,14,15,16"
1111,11,11,JULY,7,"12,15,16,17"
1111,11,11,SEPTEMBER,9,"11,12,13,16"
1111,11,11,NOVEMBER,11,"11,12,13,14"
1112,11,12,MAY,5,"17,20,21,22"
1112,11,12,JULY,7,"18,19,22,23"
1112,11,12,SEPTEMBER,9,"17,18,19,20"
1112,11,12,NOVEMBER,11,"15,16,17,18"
1113,11,13,MAY,5,"23,24,28,29"
1113,11,13,JULY,7,"24,25,26,29"
1113,11,13,SEPTEMBER,9,"23,24,25,26"
1113,11,13,NOVEMBER,11,"19,20,21,22"
1201,12,1,APRIL,4,"1,29,2,30"
1201,12,1,MAY,5,"28,29"
1201,12,1,JUNE,6,"25,26"
1201,12,1,JULY,7,"24,25"
1201,12,1,AUGUST,8,"21,22"
1201,12,1,SEPTEMBER,9,"19,20"
1201,12,1,OCTOBER,10,"18,21"
1201,12,1,NOVEMBER,11,"15,18"
1202,12,2,APRIL,4,"3,4"
1202,12,2,MAY,5,"1,30,2,31"
1202,12,2,JUNE,6,"27,28"
1202,12,2,JULY,7,"26,29"
1202,12,2,AUGUST,8,"23,26"
1202,12,2,SEPTEMBER,9,"23,24"
1202,12,2,OCTOBER,10,"22,23"
1202,12,2,NOVEMBER,11,"19,20"
1203,12,3,APRIL,4,"5,8"
1203,12,3,MAY,5,"3,6"
1203,12,3,JUNE,6,"3,4"
1203,12,3,JULY,7,"1,30,2,31"
1203,12,3,AUGUST,8,"27,28"
1203,12,3,SEPTEMBER,9,"25,26"
1203,12,3,OCTOBER,10,"24,25"
1203,12,3,NOVEMBER,11,"21,22"
1204,12,4,APRIL,4,"9,10"
1204,12,4,MAY,5,"7,8"
1204,12,4,JUNE,6,"5,6"
1204,12,4,JULY,7,"3,5"
1204,12,4,AUGUST,8,"1,29,2,30"
1204,12,4,SEPTEMBER,9,"27,30"
1204,12,4,OCTOBER,10,"28,29"
1204,12,4,NOVEMBER,11,"25,26"
1205,12,5,APRIL,4,"11,12"
1205,12,5,MAY,5,"9,10"
1205,12,5,JUNE,6,"7,10"
1205,12,5,JULY,7,"8,9"
1205,12,5,AUGUST,8,"5,6"
1205,12,5,SEPTEMBER,9,"3,4"
1205,12,5,OCTOBER,10,"1,30,2,31"
1205,12,5,NOVEMBER,11,"27,29"
1206,12,6,APRIL,4,"15,16"
1206,12,6,MAY,5,"13,14"
1206,12,6,JUNE,6,"11,12"
1206,12,6,JULY,7,"10,11"
1206,12,6,AUGUST,8,"7,8"
1206,12,6,SEPTEMBER,9,"5,6"
1206,12,6,OCTOBER,10,"3,4"
1206,12,6,NOVEMBER,11,"1,4"
1207,12,7,APRIL,4,"17,18"
1207,12,7,MAY,5,"15,16"
1207,12,7,JUNE,6,"13,14"
1207,12,7,JULY,7,"12,15"
1207,12,7,AUGUST,8,"9,12"
1207,12,7,SEPTEMBER,9,"9,10"
1207,12,7,OCTOBER,10,"7,8"
1207,12,7,NOVEMBER,11,"5,6"
1208,12,8,APRIL,4,"19,22"
1208,12,8,MAY,5,"17,20"
1208,12,8,JUNE,6,"17,18"
1208,12,8,JULY,7,"16,17"
1208,12,8,AUGUST,8,"13,14"
1208,12,8,SEPTEMBER,9,"11,12"
1208,12,8,OCTOBER,10,"9,10"
1208,12,8,NOVEMBER,11,"7,8"
1209,12,9,APRIL,4,"23,24"
1209,12,9,MAY,5,"21,22"
1209,12,9,JUNE,6,"19,20"
1209,12,9,JULY,7,"18,19"
1209,12,9,AUGUST,8,"15,16"
1209,12,9,SEPTEMBER,9,"13,16"
1209,12,9,OCTOBER,10,"11,15"
1209,12,9,NOVEMBER,11,"11,12"
1210,12,10,APRIL,4,"25,26"
1210,12,10,MAY,5,"23,24"
1210,12,10,JUNE,6,"21,24"
1210,12,10,JULY,7,"22,23"
1210,12,10,AUGUST,8,"19,20"
1210,12,10,SEPTEMBER,9,"17,18"
1210,12,10,OCTOBER,10,"16,17"
1210,12,10,NOVEMBER,11,"13,14"
1301,13,1,APRIL,4,"1,2"
1301,13,1,JUNE,6,"17,18"
1301,13,1,SEPTEMBER,9,"3,4"
1301,13,1,NOVEMBER,11,"19,20"
1302,13,2,APRIL,4,"3,4"
1302,13,2,JUNE,6,"19,20"
1302,13,2,SEPTEMBER,9,"5,6"
1302,13,2,NOVEMBER,11,"21,22"
1303,13,3,APRIL,4,"5,8"
1303,13,3,JUNE,6,"21,24"
1303,13,3,SEPTEMBER,9,"9,10"
1304,13,4,APRIL,4,"9,10"
1304,13,4,JUNE,6,"25,26"
1304,13,4,SEPTEMBER,9,"11,12"
1305,13,5,APRIL,4,"11,12"
1305,13,5,JUNE,6,"27,28"
1305,13,5,SEPTEMBER,9,"13,16"
1306,13,6,APRIL,4,"15,16"
1306,13,6,JULY,7,"1,2"
1306,13,6,SEPTEMBER,9,"17,18"
1307,13,7,APRIL,4,"17,18"
1307,13,7,JULY,7,"3,5"
1307,13,7,SEPTEMBER,9,"19,20"
1308,13,8,APRIL,4,"19,22"
1308,13,8,JULY,7,"8,9"
1308,13,8,SEPTEMBER,9,"23,24"
1309,13,9,APRIL,4,"23,24"
1309,13,9,JULY,7,"10,11"
1309,13,9,SEPTEMBER,9,"25,26"
1310,13,10,APRIL,4,"25,26"
1310,13,10,JULY,7,"12,15"
1310,13,10,SEPTEMBER,9,"27,30"
1311,13,11,APRIL,4,"29,30"
1311,13,11,JULY,7,"16,17"
1311,13,11,OCTOBER,10,"1,2"
1312,13,12,MAY,5,"1,2"
1312,13,12,JULY,7,"18,19"
1312,13,12,OCTOBER,10,"3,4"
1313,13,13,MAY,5,"3,6"
1313,13,13,JULY,7,"22,23"
1313,13,13,OCTOBER,10,"7,8"
1314,13,14,MAY,5,"7,8"
1314,13,14,JULY,7,"24,25"
1314,13,14,OCTOBER,10,"9,10"
1315,13,15,MAY,5,"9,10"
1315,13,15,JULY,7,"26,29"
1315,13,15,OCTOBER,10,"16,17"
1316,13,16,MAY,5,"13,14"
1316,13,16,JULY,7,"30,31"
1316,13,16,OCTOBER,10,"11,15"
1317,13,17,MAY,5,"15,16"
1317,13,17,AUGUST,8,"1,2"
1317,13,17,OCTOBER,10,"18,21"
1318,13,18,MAY,5,"17,20"
1318,13,18,AUGUST,8,"5,6"
1318,13,18,OCTOBER,10,"22,23"
1319,13,19,MAY,5,"21,22"
1319,13,19,AUGUST,8,"7,8"
1319,13,19,OCTOBER,10,"24,25"
1320,13,20,MAY,5,"23,24"
1320,13,20,AUGUST,8,"9,12"
1320,13,20,NOVEMBER,11,"1,4"
1321,13,21,JUNE,6,"5,6"
1321,13,21,AUGUST,8,"21,22"
1321,13,21,NOVEMBER,11,"13,14"
1322,13,22,JUNE,6,"7,10"
1322,13,22,AUGUST,8,"23,26"
1322,13,22,NOVEMBER,11,"7,8"
1323,13,23,MAY,5,"30,31"
1323,13,23,AUGUST,8,"15,16"
1323,13,23,OCTOBER,10,"30,31"
1324,13,24,MAY,5,"28,29"
1324,13,24,AUGUST,8,"13,14"
1324,13,24,OCTOBER,10,"28,29"
1325,13,25,JUNE,6,"3,4"
1325,13,25,AUGUST,8,"19,20"
1325,13,25,NOVEMBER,11,"5,6"
1326,13,26,JUNE,6,"11,12"
1326,13,26,AUGUST,8,"27,28"
1326,13,26,NOVEMBER,11,"11,12"
1327,13,27,JUNE,6,"13,14"
1327,13,27,AUGUST,8,"29,30"
1327,13,27,NOVEMBER,11,"15,18"
1401,14,1,APRIL,4,"1,2"
1401,14,1,MAY,5,"7,8"
1401,14,1,JUNE,6,"13,14"
1401,14,1,JULY,7,"22,23"
1401,14,1,AUGUST,8,"27,28"
1401,14,1,SEPTEMBER,9,","
1401,14,1,OCTOBER,10,"3,4"
1401,14,1,NOVEMBER,11,"11,12"
1402,14,2,APRIL,4,"3,4"
1402,14,2,MAY,5,"9,10"
1402,14,2,JUNE,6,"17,18"
1402,14,2,JULY,7,"24,25"
1402,14,2,AUGUST,8,"29,30"
1402,14,2,OCTOBER,10,"7,8"
1402,14,2,NOVEMBER,11,"13,14"
1403,14,3,APRIL,4,"5,8"
1403,14,3,MAY,5,"13,14"
1403,14,3,JUNE,6,"19,20"
1403,14,3,JULY,7,"26,29"
1403,14,3,SEPTEMBER,9,"3,4"
1403,14,3,OCTOBER,10,"9,10"
1403,14,3,NOVEMBER,11,"15,18"
1404,14,4,APRIL,4,"9,10"
1404,14,4,MAY,5,"15,16"
1404,14,4,JUNE,6,"21,24"
1404,14,4,JULY,7,"30,31"
1404,14,4,SEPTEMBER,9,"5,6"
1404,14,4,OCTOBER,10,"11,15"
1404,14,4,NOVEMBER,11,"19,20"
1405,14,5,APRIL,4,"11,12"
1405,14,5,MAY,5,"17,20"
1405,14,5,JUNE,6,"25,26"
1405,14,5,AUGUST,8,"1,2"
1405,14,5,SEPTEMBER,9,"9,10"
1405,14,5,OCTOBER,10,"16,17"
1405,14,5,NOVEMBER,11,"21,22"
1406,14,6,APRIL,4,"15,16"
1406,14,6,MAY,5,"21,22"
1406,14,6,JUNE,6,"27,28"
1406,14,6,AUGUST,8,"5,6"
1406,14,6,SEPTEMBER,9,"11,12"
1406,14,6,OCTOBER,10,"18,21"
1407,14,7,APRIL,4,"17,18"
1407,14,7,MAY,5,"23,24"
1407,14,7,JULY,7,"1,2"
1407,14,7,AUGUST,8,"7,8"
1407,14,7,SEPTEMBER,9,"13,16"
1407,14,7,OCTOBER,10,"22,23"
1408,14,8,APRIL,4,"19,22"
1408,14,8,MAY,5,"28,29"
1408,14,8,JULY,7,"3,5"
1408,14,8,AUGUST,8,"9,12"
1408,14,8,SEPTEMBER,9,"17,18"
1408,14,8,OCTOBER,10,"24,25"
1409,14,9,APRIL,4,"23,24"
1409,14,9,MAY,5,"30,31"
1409,14,9,JULY,7,"8,9"
1409,14,9,AUGUST,8,"13,14"
1409,14,9,SEPTEMBER,9,"19,20"
1409,14,9,OCTOBER,10,"28,29"
1410,14,10,APRIL,4,"25,26"
1410,14,10,JUNE,6,"3,4"
1410,14,10,JULY,7,"10,11"
1410,14,10,AUGUST,8,"15,16"
1410,14,10,SEPTEMBER,9,"23,24"
1410,14,10,OCTOBER,10,"30,31"
1411,14,11,APRIL,4,"29,30"
1411,14,11,JUNE,6,"5,6"
1411,14,11,JULY,7,"12,15"
1411,14,11,AUGUST,8,"19,20"
1411,14,11,SEPTEMBER,9,"25,26"
1411,14,11,NOVEMBER,11,"1,4"
1412,14,12,MAY,5,"1,2"
1412,14,12,JUNE,6,"7,10"
1412,14,12,JULY,7,"16,17"
1412,14,12,AUGUST,8,"21,22"
1412,14,12,SEPTEMBER,9,"27,30"
1412,14,12,NOVEMBER,11,"5,6"
1413,14,13,MAY,5,"3,6"
1413,14,13,JUNE,6,"11,12"
1413,14,13,JULY,7,"18,19"
1413,14,13,AUGUST,8,"23,26"
1413,14,13,OCTOBER,10,"1,2"
1413,14,13,NOVEMBER,11,"7,8"
1501,15,1,APRIL,4,"1,2"
1501,15,1,MAY,5,"30,31"
1501,15,1,JULY,7,"30,31"
1501,15,1,SEPTEMBER,9,"27,30"
1502,15,2,APRIL,4,"3,4"
1502,15,2,JUNE,6,"3,4"
1502,15,2,AUGUST,8,"1,2"
1502,15,2,OCTOBER,10,"1,2"
1503,15,3,APRIL,4,"5,8"
1503,15,3,JUNE,6,"5,6"
1503,15,3,AUGUST,8,"5,6"
1503,15,3,OCTOBER,10,"3,4"
1504,15,4,APRIL,4,"9,10"
1504,15,4,JUNE,6,"7,10"
1504,15,4,AUGUST,8,"7,8"
1504,15,4,OCTOBER,10,"7,8"
1505,15,5,APRIL,4,"11,12"
1505,15,5,JUNE,6,"11,12"
1505,15,5,AUGUST,8,"9,12"
1505,15,5,OCTOBER,10,"9,10"
1506,15,6,APRIL,4,"15,16"
1506,15,6,JUNE,6,"13,14"
1506,15,6,AUGUST,8,"13,14"
1506,15,6,OCTOBER,10,"11,15"
1507,15,7,APRIL,4,"17,18"
1507,15,7,JUNE,6,"17,18"
1507,15,7,AUGUST,8,"15,16"
1507,15,7,OCTOBER,10,"16,17"
1508,15,8,APRIL,4,"19,22"
1508,15,8,JUNE,6,"19,20"
1508,15,8,AUGUST,8,"19,20"
1508,15,8,OCTOBER,10,"18,21"
1509,15,9,APRIL,4,"23,24"
1509,15,9,JUNE,6,"21,24"
1509,15,9,AUGUST,8,"21,22"
1509,15,9,OCTOBER,10,"22,23"
1510,15,10,APRIL,4,"25,26"
1510,15,10,JUNE,6,"25,26"
1510,15,10,AUGUST,8,"23,26"
1510,15,10,OCTOBER,10,"24,25"
1511,15,11,APRIL,4,"29,30"
1511,15,11,JUNE,6,"27,28"
1511,15,11,AUGUST,8,"27,28"
1511,15,11,OCTOBER,10,"28,29"
1512,15,12,MAY,5,"1,2"
1512,15,12,JULY,7,"1,2"
1512,15,12,AUGUST,8,"29,30"
1512,15,12,OCTOBER,10,"30,31"
1513,15,13,MAY,5,"3,6"
1513,15,13,JULY,7,"3,5"
1513,15,13,SEPTEMBER,9,"3,4"
1513,15,13,NOVEMBER,11,"1,4"
1514,15,14,MAY,5,"7,8"
1514,15,14,JULY,7,"8,9"
1514,15,14,SEPTEMBER,9,"5,6"
1514,15,14,NOVEMBER,11,"5,6"
1515,15,15,MAY,5,"9,10"
1515,15,15,JULY,7,"10,11"
1515,15,15,SEPTEMBER,9,"9,10"
1515,15,15,NOVEMBER,11,"7,8"
1516,15,16,MAY,5,"13,14"
1516,15,16,JULY,7,"12,15"
1516,15,16,SEPTEMBER,9,"11,12"
1516,15,16,NOVEMBER,11,"11,12"
1517,15,17,MAY,5,"15,16"
1517,15,17,JULY,7,"16,17"
1517,15,17,SEPTEMBER,9,"13,16"
1517,15,17,NOVEMBER,11,"13,14"
1518,15,18,MAY,5,"17,20"
1518,15,18,JULY,7,"18,19"
1518,15,18,SEPTEMBER,9,"17,18"
1518,15,18,NOVEMBER,11,"15,18"
1519,15,19,MAY,5,"21,22"
1519,15,19,JULY,7,"22,23"
1519,15,19,SEPTEMBER,9,"19,20"
1519,15,19,NOVEMBER,11,"19,20"
1520,15,20,MAY,5,"23,24"
1520,15,20,JULY,7,"24,25"
1520,15,20,SEPTEMBER,9,"23,24"
1520,15,20,NOVEMBER,11,"21,22"
1521,15,21,MAY,5,"28,29"
1521,15,21,JULY,7,"26,29"
1521,15,21,SEPTEMBER,9,"25,26"
1601,16,1,APRIL,4,"1,2"
1601,16,1,JUNE,6,"5,6"
1601,16,1,AUGUST,8,"9,12"
1601,16,1,OCTOBER,10,"16,17"
1602,16,2,APRIL,4,"3,4"
1602,16,2,JUNE,6,"7,10"
1602,16,2,AUGUST,8,"13,14"
1602,16,2,OCTOBER,10,"18,21"
1603,16,3,APRIL,4,"5,8"
1603,16,3,JUNE,6,"11,12"
1603,16,3,AUGUST,8,"15,16"
1603,16,3,OCTOBER,10,"22,23"
1604,16,4,APRIL,4,"9,10"
1604,16,4,JUNE,6,"13,14"
1604,16,4,AUGUST,8,"19,20"
1604,16,4,OCTOBER,10,"24,25"
1605,16,5,APRIL,4,"11,12"
1605,16,5,JUNE,6,"17,18"
1605,16,5,AUGUST,8,"21,22"
1605,16,5,OCTOBER,10,"28,29"
1606,16,6,APRIL,4,"15,16"
1606,16,6,JUNE,6,"19,20"
1606,16,6,AUGUST,8,"23,26"
1606,16,6,OCTOBER,10,"30,31"
1607,16,7,APRIL,4,"17,18"
1607,16,7,JUNE,6,"21,24"
1607,16,7,AUGUST,8,"27,28"
1607,16,7,NOVEMBER,11,"1,4"
1608,16,8,APRIL,4,"19,22"
1608,16,8,JUNE,6,"25,26"
1608,16,8,AUGUST,8,"29,30"
1608,16,8,NOVEMBER,11,"5,6"
1609,16,9,APRIL,4,"23,24"
1609,16,9,JUNE,6,"27,28"
1609,16,9,SEPTEMBER,9,"3,4"
1609,16,9,NOVEMBER,11,"7,8"
1610,16,10,APRIL,4,"25,26"
1610,16,10,JULY,7,"1,2"
1610,16,10,SEPTEMBER,9,"5,6"
1610,16,10,NOVEMBER,11,"11,12"
1611,16,11,APRIL,4,"29,30"
1611,16,11,JULY,7,"3,5"
1611,16,11,SEPTEMBER,9,"9,10"
1611,16,11,NOVEMBER,11,"13,14"
1612,16,12,MAY,5,"1,2"
1612,16,12,JULY,7,"8,9"
1612,16,12,SEPTEMBER,9,"11,12"
1612,16,12,NOVEMBER,11,"15,18"
1613,16,13,MAY,5,"3,6"
1613,16,13,JULY,7,"10,11"
1613,16,13,SEPTEMBER,9,"13,16"
1613,16,13,NOVEMBER,11,"19,20"
1614,16,14,MAY,5,"7,8"
1614,16,14,JULY,7,"12,15"
1614,16,14,SEPTEMBER,9,"17,18"
1614,16,14,NOVEMBER,11,"21,22"
1615,16,15,MAY,5,"9,10"
1615,16,15,JULY,7,"16,17"
1615,16,15,SEPTEMBER,9,"19,20"
1616,16,16,MAY,5,"13,14"
1616,16,16,JULY,7,"18,19"
1616,16,16,SEPTEMBER,9,"23,24"
1617,16,17,MAY,5,"15,16"
1617,16,17,JULY,7,"22,23"
1617,16,17,SEPTEMBER,9,"25,26"
1618,16,18,MAY,5,"17,20"
1618,16,18,JULY,7,"24,25"
1618,16,18,SEPTEMBER,9,"27,30"
1619,16,19,MAY,5,"21,22"
1619,16,19,JULY,7,"26,29"
1619,16,19,OCTOBER,10,"1,2"
1620,16,20,MAY,5,"23,24"
1620,16,20,JULY,7,"30,31"
1620,16,20,OCTOBER,10,"3,4"
1621,16,21,MAY,5,"28,29"
1621,16,21,AUGUST,8,"1,2"
1621,16,21,OCTOBER,10,"7,8"
1622,16,22,MAY,5,"30,31"
1622,16,22,AUGUST,8,"5,6"
1622,16,22,OCTOBER,10,"9,10"
1623,16,23,JUNE,6,"3,4"
1623,16,23,AUGUST,8,"7,8"
1623,16,23,OCTOBER,10,"11,15"
1701,17,1,APRIL,4,"1,2"
1701,17,1,MAY,5,"21,22"
1701,17,1,JULY,7,"12,15"
1701,17,1,SEPTEMBER,9,"3,4"
1701,17,1,OCTOBER,10,"24,25"
1702,17,2,APRIL,4,"3,4"
1702,17,2,MAY,5,"23,24"
1702,17,2,JULY,7,"16,17"
1702,17,2,SEPTEMBER,9,"5,6"
1702,17,2,OCTOBER,10,"28,29"
1703,17,3,APRIL,4,"5,8"
1703,17,3,MAY,5,"28,29"
1703,17,3,JULY,7,"18,19"
1703,17,3,SEPTEMBER,9,"9,10"
1703,17,3,OCTOBER,10,"30,31"
1704,17,4,APRIL,4,"9,10"
1704,17,4,MAY,5,"30,31"
1704,17,4,JULY,7,"22,23"
1704,17,4,SEPTEMBER,9,"11,12"
1704,17,4,NOVEMBER,11,"1,4"
1705,17,5,APRIL,4,"11,12"
1705,17,5,JUNE,6,"3,4"
1705,17,5,JULY,7,"24,25"
1705,17,5,SEPTEMBER,9,"13,16"
1705,17,5,NOVEMBER,11,"5,6"
1706,17,6,APRIL,4,"15,16"
1706,17,6,JUNE,6,"5,6"
1706,17,6,JULY,7,"26,29"
1706,17,6,SEPTEMBER,9,"17,18"
1706,17,6,NOVEMBER,11,"7,8"
1707,17,7,APRIL,4,"17,18"
1707,17,7,JUNE,6,"7,10"
1707,17,7,JULY,7,"30,31"
1707,17,7,SEPTEMBER,9,"19,20"
1707,17,7,NOVEMBER,11,"11,12"
1708,17,8,APRIL,4,"19,22"
1708,17,8,JUNE,6,"11,12"
1708,17,8,AUGUST,8,"1,2"
1708,17,8,SEPTEMBER,9,"23,24"
1708,17,8,NOVEMBER,11,"13,14"
1709,17,9,APRIL,4,"23,24"
1709,17,9,JUNE,6,"13,14"
1709,17,9,AUGUST,8,"5,6"
1709,17,9,SEPTEMBER,9,"25,26"
1709,17,9,NOVEMBER,11,"15,18"
1710,17,10,APRIL,4,"25,26"
1710,17,10,JUNE,6,"17,18"
1710,17,10,AUGUST,8,"7,8"
1710,17,10,SEPTEMBER,9,"27,30"
1710,17,10,NOVEMBER,11,"19,20"
1711,17,11,APRIL,4,"29,30"
1711,17,11,JUNE,6,"19,20"
1711,17,11,AUGUST,8,"9,12"
1711,17,11,OCTOBER,10,"1,2"
1711,17,11,NOVEMBER,11,"21,22"
1712,17,12,MAY,5,"1,2"
1712,17,12,JUNE,6,"21,24"
1712,17,12,AUGUST,8,"13,14"
1712,17,12,OCTOBER,10,"3,4"
1713,17,13,MAY,5,"3,6"
1713,17,13,JUNE,6,"25,26"
1713,17,13,AUGUST,8,"15,16"
1713,17,13,OCTOBER,10,"7,8"
1714,17,14,MAY,5,"7,8"
1714,17,14,JUNE,6,"27,28"
1714,17,14,AUGUST,8,"19,20"
1714,17,14,OCTOBER,10,"9,10"
1715,17,15,MAY,5,"9,10"
1715,17,15,JULY,7,"1,2"
1715,17,15,AUGUST,8,"21,22"
1715,17,15,OCTOBER,10,"11,15"
1716,17,16,MAY,5,"13,14"
1716,17,16,JULY,7,"3,5"
1716,17,16,AUGUST,8,"23,26"
1716,17,16,OCTOBER,10,"16,17"
1717,17,17,MAY,5,"15,16"
1717,17,17,JULY,7,"8,9"
1717,17,17,AUGUST,8,"27,28"
1717,17,17,OCTOBER,10,"18,21"
1718,17,18,MAY,5,"17,20"
1718,17,18,JULY,7,"10,11"
1718,17,18,AUGUST,8,"29,30"
1718,17,18,OCTOBER,10,"22,23"
1801,18,1,APRIL,4,"1,2"
1801,18,1,JUNE,6,"25,26"
1801,18,1,SEPTEMBER,9,"19,20"
