WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
1015,10,15,OCTOBER,10,"5,6"
1016,10,16,JULY,7,"1,2"
1016,10,16,AUGUST,8,"19,20"
1016,10,16,OCTOBER,10,"7,8"
1016,10,16,NOVEMBER,11,"25,27"
1017,10,17,MAY,5,18
1017,10,17,JULY,7,"6,7"
1017,10,17,AUGUST,8,"21,24"
1017,10,17,OCTOBER,10,"9,13"
1101,11,01,MAY,5,"18,19,20"
1101,11,01,JULY,7,"28,29,30,31"
1101,11,01,OCTOBER,10,"5,6,7,8"
1102,11,02,MAY,5,"21,22,26,27"
1102,11,02,AUGUST,8,"3,4,5,6"
1102,11,02,OCTOBER,10,"9,13,14,15"
1103,11,03,MAY,5,"28,29"
1103,11,03,AUGUST,8,"7,10,11,12"
1103,11,03,OCTOBER,10,"16,19,20,21"
1104,11,04,JUNE,6,"3,4,5,8"
1104,11,04,AUGUST,8,"13,14,17,18"
1104,11,04,OCTOBER,10,"22,23,26,27"
1105,11,05,JUNE,6,"9,10,11,12"
1105,11,05,AUGUST,8,"19,20,21,24"
1105,11,05,OCTOBER,10,"28,29,30"
1105,11,05,NOVEMBER,11,2
1106,11,06,JUNE,6,18
1106,11,06,AUGUST,8,"25,26,27,28"
1106,11,06,NOVEMBER,11,"3,4,5,6"
1107,11,07,JUNE,6,"19,22,23,24"
1107,11,07,AUGUST,8,31
1107,11,07,SEPTEMBER,9,"1,2,3"
1107,11,07,NOVEMBER,11,"9,10,11,12"
1108,11,08,JUNE,6,"25,26"
1108,11,08,JULY,7,"1,2"
1108,11,08,SEPTEMBER,9,"4,8,9,10"
1108,11,08,NOVEMBER,11,"13,16,17,18"
1109,11,09,JULY,7,"6,7,8,9"
1109,11,09,SEPTEMBER,9,"11,14,15,16"
1109,11,09,NOVEMBER,11,"19,20,23,24"
1110,11,10,JULY,7,"10,13,14,15"
1110,11,10,SEPTEMBER,9,"18,21,22,23"
1110,11,10,NOVEMBER,11,"25,30"
1111,11,11,JULY,7,"16,17,20,21"
1111,11,11,SEPTEMBER,9,"23,24,25,28"
1112,11,12,JULY,7,"22,23,24,27"
1112,11,12,SEPTEMBER,9,"29,30"
1112,11,12,OCTOBER,10,"1,2"
1201,12,01,MAY,5,"18,19"
1201,12,01,JUNE,6,"12,15"
1201,12,01,JULY,7,"9,10"
1201,12,01,AUGUST,8,"4,5,28,31"
1201,12,01,SEPTEMBER,9,"24,25"
1201,12,01,OCTOBER,10,"21,22"
1201,12,01,NOVEMBER,11,"16,17"
1202,12,02,MAY,5,"20,21"
1202,12,02,JUNE,6,"16,17"
1202,12,02,JULY,7,"13,14"
1202,12,02,AUGUST,8,"6,7"
1202,12,02,SEPTEMBER,9,"1,2,28,29"
1202,12,02,OCTOBER,10,"22,23"
1202,12,02,NOVEMBER,11,"18,19"
1203,12,03,MAY,5,"26,27"
1203,12,03,JUNE,6,"18,19"
1203,12,03,JULY,7,"15,16"
1203,12,03,AUGUST,8,"10,11"
1203,12,03,SEPTEMBER,9,"3,4,30"
1203,12,03,OCTOBER,10,"1,27,28"
1203,12,03,NOVEMBER,11,"20,23"
1204,12,04,MAY,5,"27,28"
1204,12,04,JUNE,6,"22,23"
1204,12,04,JULY,7,"20,21"
1204,12,04,AUGUST,8,"11,12"
1204,12,04,SEPTEMBER,9,"8,9"
1204,12,04,OCTOBER,10,"2,5,29,30"
1204,12,04,NOVEMBER,11,"24,25"
1205,12,05,MAY,5,29
1205,12,05,JUNE,6,"1,24,25"
1205,12,05,JULY,7,"21,22"
1205,12,05,AUGUST,8,"14,17"
1205,12,05,SEPTEMBER,9,"10,11"
1205,12,05,OCTOBER,10,"6,7"
1205,12,05,NOVEMBER,11,"2,3,27,30"
1206,12,06,JUNE,6,"2,3,26,29"
1206,12,06,JULY,7,"23,24"
1206,12,06,AUGUST,8,"18,19"
1206,12,06,SEPTEMBER,9,"14,15"
1206,12,06,OCTOBER,10,"8,9"
1206,12,06,NOVEMBER,11,"4,5"
1207,12,07,JUNE,6,"4,5,30"
1207,12,07,JULY,7,"1,27,28"
1207,12,07,AUGUST,8,"20,21"
1207,12,07,SEPTEMBER,9,"16,17"
1207,12,07,OCTOBER,10,"13,14"
1207,12,07,NOVEMBER,11,"6,9"
1208,12,08,JUNE,6,"8,9"
1208,12,08,JULY,7,"2,6,29,30"
1208,12,08,AUGUST,8,"24,25"
1208,12,08,SEPTEMBER,9,"18,21"
1208,12,08,OCTOBER,10,"15,16"
1208,12,08,NOVEMBER,11,"10,11"
1209,12,09,JUNE,6,"10,11"
1209,12,09,JULY,7,"7,8,31"
1209,12,09,AUGUST,8,"3,26,27"
1209,12,09,SEPTEMBER,9,"22,23"
1209,12,09,OCTOBER,10,"19,20"
1209,12,09,NOVEMBER,11,"12,13"
1301,13,01,JUNE,6,"19,22"
1301,13,01,SEPTEMBER,9,"2,3"
1301,13,01,NOVEMBER,11,"19,20"
1302,13,02,JUNE,6,"17,18"
1302,13,02,SEPTEMBER,9,"4,8"
1303,13,03,JUNE,6,"23,24"
1303,13,03,SEPTEMBER,9,"9,10"
1304,13,04,JUNE,6,"25,26"
1304,13,04,SEPTEMBER,9,"11,14"
1305,13,05,JUNE,6,"29,30"
1305,13,05,SEPTEMBER,9,"15,16"
1306,13,06,JULY,7,"1,2"
1306,13,06,SEPTEMBER,9,"17,18"
1307,13,07,JULY,7,"6,7"
1307,13,07,SEPTEMBER,9,"21,22"
1308,13,08,JULY,7,"8,9"
1308,13,08,SEPTEMBER,9,"23,24"
1309,13,09,JULY,7,"10,13"
1309,13,09,SEPTEMBER,9,"25,28"
1310,13,10,JULY,7,"14,15"
1310,13,10,SEPTEMBER,9,"29,30"
1311,13,11,JULY,7,"16,17"
1311,13,11,OCTOBER,10,"1,2"
1312,13,12,JULY,7,"20,21"
1312,13,12,OCTOBER,10,"5,6"
1313,13,13,JULY,7,"22,23"
1313,13,13,OCTOBER,10,"7,8"
1314,13,14,JULY,7,"24,27"
1314,13,14,OCTOBER,10,"9,13"
1315,13,15,JULY,7,"28,29"
1315,13,15,OCTOBER,10,"14,15"
1316,13,16,JULY,7,"30,31"
1316,13,16,OCTOBER,10,"16,19"
1317,13,17,MAY,5,18
1317,13,17,AUGUST,8,"3,4"
1317,13,17,OCTOBER,10,"20,21"
1318,13,18,MAY,5,"19,20"
1318,13,18,AUGUST,8,"5,6"
1318,13,18,OCTOBER,10,"22,23"
1319,13,19,MAY,5,"21,22"
1319,13,19,AUGUST,8,"7,10"
1319,13,19,OCTOBER,10,"26,27"
1320,13,20,MAY,5,"28,29"
1320,13,20,AUGUST,8,"11,12"
1320,13,20,OCTOBER,10,"28,29"
1321,13,21,MAY,5,"26,27"
1321,13,21,AUGUST,8,"13,14"
1321,13,21,OCTOBER,10,30
1321,13,21,NOVEMBER,11,2
1322,13,22,JUNE,6,"1,2"
1322,13,22,AUGUST,8,"17,18"
1322,13,22,NOVEMBER,11,"3,4"
1323,13,23,JUNE,6,"3,4"
1323,13,23,AUGUST,8,"19,20"
1323,13,23,NOVEMBER,11,"5,6"
1324,13,24,JUNE,6,"5,8"
1324,13,24,AUGUST,8,"21,24"
1324,13,24,NOVEMBER,11,"9,10"
1325,13,25,JUNE,6,"9,10"
1325,13,25,AUGUST,8,"25,26"
1325,13,25,NOVEMBER,11,"11,12"
1326,13,26,JUNE,6,"11,12"
1326,13,26,AUGUST,8,"27,28"
1326,13,26,NOVEMBER,11,"13,16"
1327,13,27,JUNE,6,"15,16"
1327,13,27,AUGUST,8,31
1327,13,27,SEPTEMBER,9,1
1327,13,27,NOVEMBER,11,"17,18"
1404,14,04,JULY,7,"10,13"
1501,15,01,SEPTEMBER,9,"11,14"
1502,15,02,SEPTEMBER,9,"15,16"
1503,15,03,SEPTEMBER,9,"17,18"
1504,15,04,SEPTEMBER,9,"21,22"
1505,15,05,SEPTEMBER,9,"23,24"
1506,15,06,SEPTEMBER,9,"25,28"
1508,15,08,OCTOBER,10,"1,2"
1509,15,09,OCTOBER,10,"5,6"
1701,17,01,MAY,5,"22,26"
1701,17,01,JULY,7,"21,22"
1701,17,01,SEPTEMBER,9,"16,17"
1701,17,01,NOVEMBER,11,"12,13"
1702,17,02,MAY,5,"27,28"
1702,17,02,JULY,7,"23,24"
1702,17,02,SEPTEMBER,9,"18,21"
1702,17,02,NOVEMBER,11,"16,17"
1703,17,03,MAY,5,29
1703,17,03,JUNE,6,1
1703,17,03,JULY,7,"27,28"
1703,17,03,SEPTEMBER,9,"22,23"
1703,17,03,NOVEMBER,11,"18,19"
1704,17,04,JUNE,6,"3,4"
1704,17,04,JULY,7,"29,30"
1704,17,04,SEPTEMBER,9,"24,25"
1704,17,04,NOVEMBER,11,20
1705,17,05,JUNE,6,"4,5"
1705,17,05,JULY,7,31
1705,17,05,AUGUST,8,3
1705,17,05,SEPTEMBER,9,"28,29"
1706,17,06,JUNE,6,"8,9"
1706,17,06,AUGUST,8,"4,5"
1706,17,06,SEPTEMBER,9,30
1706,17,06,OCTOBER,10,1
1707,17,07,JUNE,6,"10,11"
1707,17,07,AUGUST,8,"6,7"
1707,17,07,OCTOBER,10,"2,5"
1708,17,08,JUNE,6,"12,15"
1708,17,08,AUGUST,8,"10,11"
1708,17,08,OCTOBER,10,"6,7"
1709,17,09,JUNE,6,"16,17"
1709,17,09,AUGUST,8,"12,13"
1709,17,09,OCTOBER,10,"8,9"
1710,17,10,JUNE,6,"18,19"
1710,17,10,AUGUST,8,"14,17"
1710,17,10,OCTOBER,10,"13,14"
1711,17,11,JUNE,6,"22,23"
1711,17,11,AUGUST,8,"18,19"
1711,17,11,OCTOBER,10,"15,16"
1712,17,12,JUNE,6,"24,25"
1712,17,12,AUGUST,8,"20,21"
1712,17,12,OCTOBER,10,"19,20"
1713,17,13,JUNE,6,"26,29"
1713,17,13,AUGUST,8,"24,25"
1713,17,13,OCTOBER,10,"21,22"
1714,17,14,JUNE,6,30
1714,17,14,JULY,7,1
1714,17,14,AUGUST,8,"26,27"
1714,17,14,OCTOBER,10,"23,26"
1715,17,15,JULY,7,"2,6"
1715,17,15,AUGUST,8,"28,31"
1715,17,15,OCTOBER,10,"27,28"
1716,17,16,JULY,7,"7,8"
1716,17,16,SEPTEMBER,9,"1,2"
1716,17,16,OCTOBER,10,"29,30"
1717,17,17,JULY,7,"9,10"
1717,17,17,SEPTEMBER,9,"3,4"
1717,17,17,NOVEMBER,11,"2,3"
1718,17,18,MAY,5,"18,19"
1718,17,18,JULY,7,"13,14"
1718,17,18,SEPTEMBER,9,"8,9"
1718,17,18,NOVEMBER,11,"4,5"
1719,17,19,MAY,5,"20,21"
1719,17,19,JULY,7,"15,16"
1719,17,19,SEPTEMBER,9,"10,11"
1719,17,19,NOVEMBER,11,"6,9"
1720,17,20,JULY,7,"17,20"
1720,17,20,SEPTEMBER,9,"14,15"
1720,17,20,NOVEMBER,11,"10,11"
1801,18,01,JULY,7,"8,9"
1801,18,01,SEPTEMBER,9,"29,30"
1801,18,01,OCTOBER,10,"1,2"
1802,18,02,JULY,7,"10,13"
1802,18,02,OCTOBER,10,"5,6"
1803,18,03,JULY,7,"14,15"
1803,18,03,OCTOBER,10,"7,8"
1804,18,04,JULY,7,"16,17"
1804,18,04,OCTOBER,10,"9,13"
1805,18,05,JULY,7,"20,21"
1805,18,05,OCTOBER,10,"14,15"
1806,18,06,JULY,7,"22,23"
1806,18,06,OCTOBER,10,"16,19"
1807,18,07,JULY,7,"24,27"
1807,18,07,OCTOBER,10,"20,21"
1808,18,08,JULY,7,"28,29"
1808,18,08,OCTOBER,10,"22,23"
1809,18,09,JULY,7,"30,31"
1809,18,09,OCTOBER,10,"26,27"
1810,18,10,MAY,5,18
1810,18,10,AUGUST,8,"3,4"
1810,18,10,OCTOBER,10,"28,29"
1811,18,11,MAY,5,"19,20"
1811,18,11,AUGUST,8,"5,6"
1811,18,11,OCTOBER,10,30
1811,18,11,NOVEMBER,11,2
1812,18,12,MAY,5,"21,22"
1812,18,12,AUGUST,8,"7,10"
1812,18,12,NOVEMBER,11,"3,4"
1813,18,13,MAY,5,"26,27"
1813,18,13,AUGUST,8,"11,12"
1813,18,13,NOVEMBER,11,"5,6"
1814,18,14,MAY,5,"28,29"
1814,18,14,AUGUST,8,"13,14"
1814,18,14,NOVEMBER,11,"9,10"
1815,18,15,AUGUST,8,"17,18"
1815,18,15,NOVEMBER,11,"11,12"
1816,18,16,AUGUST,8,"19,20"
1816,18,16,NOVEMBER,11,"13,16"
1817,18,17,JUNE,6,"1,2"
1817,18,17,AUGUST,8,"21,24"
1817,18,17,NOVEMBER,11,"17,18"
1818,18,18,JUNE,6,"3,4"
1818,18,18,AUGUST,8,"25,26"
1818,18,18,NOVEMBER,11,"19,20"
1819,18,19,JUNE,6,"5,8"
1819,18,19,AUGUST,8,"27,28"
1820,18,20,JUNE,6,"9,10"
1820,18,20,AUGUST,8,31
1820,18,20,SEPTEMBER,9,1
1821,18,21,JUNE,6,"11,12"
1821,18,21,SEPTEMBER,9,"2,3"
1822,18,22,JUNE,6,"15,16"
1822,18,22,SEPTEMBER,9,"4,8"
1823,18,23,JUNE,6,"17,18"
1823,18,23,SEPTEMBER,9,"9,10"
1824,18,24,JUNE,6,"19,22"
1824,18,24,SEPTEMBER,9,"11,14"
1825,18,25,JUNE,6,"23,24"
1825,18,25,SEPTEMBER,9,"15,16"
1826,18,26,JUNE,6,"25,26"
1826,18,26,SEPTEMBER,9,"17,18"
1827,18,27,JUNE,6,"29,30"
1827,18,27,SEPTEMBER,9,"21,22"
1828,18,28,JULY,7,"1,2"
1828,18,28,SEPTEMBER,9,"23,24"
1829,18,29,JULY,7,"6,7"
1829,18,29,SEPTEMBER,9,"25,28"
1901,19,01,JUNE,6,"15,16"
1901,19,01,AUGUST,8,"17,18"
1901,19,01,NOVEMBER,11,"9,10"
1902,19,02,JUNE,6,"11,12"
1902,19,02,AUGUST,8,"19,20"
1902,19,02,NOVEMBER,11,"11,12"
1903,19,03,JUNE,6,"17,18"
1903,19,03,AUGUST,8,"21,24"
1903,19,03,NOVEMBER,11,"13,16"
1904,19,04,JUNE,6,"29,30"
1904,19,04,AUGUST,8,"25,26"
1904,19,04,OCTOBER,10,30
1904,19,04,NOVEMBER,11,2
1905,19,05,JUNE,6,"19,22"
1905,19,05,AUGUST,8,"27,28"
1905,19,05,NOVEMBER,11,"17,18"
1906,19,06,JUNE,6,"9,10"
1906,19,06,SEPTEMBER,9,"2,3"
1907,19,07,JUNE,6,"23,24"
1907,19,07,AUGUST,8,31
1907,19,07,SEPTEMBER,9,1
1907,19,07,OCTOBER,10,"28,29"
1908,19,08,JULY,7,"8,9"
1908,19,08,SEPTEMBER,9,"9,10"
1909,19,09,JUNE,6,"25,26"
1909,19,09,SEPTEMBER,9,"15,16"
1909,19,09,NOVEMBER,11,"3,4"
1910,19,10,JUNE,6,"19,22"
1910,19,10,SEPTEMBER,9,"11,14"
1910,19,10,NOVEMBER,11,"19,20"
1911,19,11,JULY,7,"1,2"
1911,19,11,SEPTEMBER,9,"23,24"
1912,19,12,JULY,7,"16,17"
1912,19,12,SEPTEMBER,9,"25,28"
1913,19,13,JULY,7,"22,23"
1913,19,13,SEPTEMBER,9,"17,18"
1913,19,13,NOVEMBER,11,"5,6"
1914,19,14,JULY,7,"6,7"
1914,19,14,SEPTEMBER,9,"4,8"
1915,19,15,JULY,7,"28,29"
1915,19,15,SEPTEMBER,9,"29,30"
1916,19,16,MAY,5,"21,22"
1916,19,16,JULY,7,"20,21"
1916,19,16,OCTOBER,10,"1,2"
1917,19,17,MAY,5,"19,20"
1917,19,17,JULY,7,"14,15"
1917,19,17,OCTOBER,10,"7,8"
1918,19,18,JULY,7,"10,13"
1918,19,18,SEPTEMBER,9,"21,22"
1919,19,19,MAY,5,"19,20"
1919,19,19,JULY,7,"24,27"
1919,19,19,OCTOBER,10,"9,13"
1920,19,20,MAY,5,"26,27"
1920,19,20,AUGUST,8,"7,10"
1920,19,20,OCTOBER,10,"5,6"
1921,19,21,MAY,5,18
1921,19,21,AUGUST,8,"3,4"
1921,19,21,OCTOBER,10,"22,23"
1922,19,22,MAY,5,"28,29"
1922,19,22,JULY,7,"30,31"
1922,19,22,OCTOBER,10,"26,27"
1923,19,23,JUNE,6,"3,4"
1923,19,23,AUGUST,8,"5,6"
1923,19,23,OCTOBER,10,"14,15"
1924,19,24,JUNE,6,"1,2"
1924,19,24,AUGUST,8,"11,12"
1924,19,24,OCTOBER,10,"16,19"
1925,19,25,JUNE,6,"5,8"
1925,19,25,AUGUST,8,"13,14"
1925,19,25,OCTOBER,10,"20,21"
2101,21,01,MAY,5,"21,22"
2101,21,01,JULY,7,"16,17"
2101,21,01,SEPTEMBER,9,"9,10"
2101,21,01,NOVEMBER,11,"3,4"
2102,21,02,MAY,5,"26,27"
2102,21,02,JULY,7,"20,21"
2102,21,02,SEPTEMBER,9,"11,14"
2102,21,02,NOVEMBER,11,"5,6"
2103,21,03,MAY,5,"28,29"
2103,21,03,JULY,7,"22,23"
2103,21,03,SEPTEMBER,9,"15,16"
2103,21,03,NOVEMBER,11,"9,10"
2104,21,04,JUNE,6,"1,2"
2104,21,04,JULY,7,"24,27"
2104,21,04,SEPTEMBER,9,"17,18"
2104,21,04,NOVEMBER,11,"11,12"
2105,21,05,JUNE,6,"3,4"
2105,21,05,JULY,7,"28,29"
2105,21,05,SEPTEMBER,9,"21,22"
2105,21,05,NOVEMBER,11,"13,16"
2106,21,06,JUNE,6,"5,8"
2106,21,06,JULY,7,"30,31"
2106,21,06,SEPTEMBER,9,"23,24"
2106,21,06,NOVEMBER,11,"17,18"
2107,21,07,JUNE,6,"9,10"
2107,21,07,AUGUST,8,"3,4"
2107,21,07,SEPTEMBER,9,"25,28"
2107,21,07,NOVEMBER,11,"19,20"
2108,21,08,JUNE,6,"11,12"
2108,21,08,AUGUST,8,"5,6"
2108,21,08,SEPTEMBER,9,"29,30"
2109,21,09,JUNE,6,"15,16"
2109,21,09,AUGUST,8,"7,10"
2109,21,09,OCTOBER,10,"1,2"
2110,21,10,JUNE,6,"17,18"
2110,21,10,AUGUST,8,"11,12"
2110,21,10,OCTOBER,10,"5,6"
2111,21,11,JUNE,6,"19,22"
2111,21,11,AUGUST,8,"13,14"
2111,21,11,OCTOBER,10,"7,8"
2112,21,12,JUNE,6,"23,24"
2112,21,12,AUGUST,8,"17,18"
2112,21,12,OCTOBER,10,"9,13"
2113,21,13,JUNE,6,"25,26"
2113,21,13,AUGUST,8,"19,20"
2113,21,13,OCTOBER,10,"14,15"
2114,21,14,JUNE,6,"29,30"
2114,21,14,AUGUST,8,"21,24"
2114,21,14,OCTOBER,10,"16,19"
2115,21,15,JULY,7,"1,2"
2115,21,15,AUGUST,8,"25,26"
2115,21,15,OCTOBER,10,"20,21"
2116,21,16,JULY,7,"6,7"
2116,21,16,AUGUST,8,"27,28"
2116,21,16,OCTOBER,10,"22,23"
2117,21,17,JULY,7,"8,9"
2117,21,17,AUGUST,8,31
2117,21,17,SEPTEMBER,9,1
2117,21,17,OCTOBER,10,"26,27"
2118,21,18,MAY,5,18
2118,21,18,JULY,7,"10,13"
2118,21,18,SEPTEMBER,9,"2,3"
2118,21,18,OCTOBER,10,"28,29"
2119,21,19,MAY,5,"19,20"
2119,21,19,JULY,7,"14,15"
2119,21,19,SEPTEMBER,9,"4,8"
2119,21,19,OCTOBER,10,30
2119,21,19,NOVEMBER,11,2
2201,22,01,JUNE,6,"5,8"
2201,22,01,JULY,7,"16,17"
2201,22,01,AUGUST,8,"25,26"
2201,22,01,OCTOBER,10,"5,6"
2201,22,01,NOVEMBER,11,"13,16"
2202,22,02,JUNE,6,"9,10"
2202,22,02,JULY,7,"20,21"
2202,22,02,AUGUST,8,"27,28"
2202,22,02,OCTOBER,10,"7,8"
2202,22,02,NOVEMBER,11,"17,18"
2203,22,03,JUNE,6,"11,12"
2203,22,03,JULY,7,"22,23"
2203,22,03,AUGUST,8,31
2203,22,03,SEPTEMBER,9,1
2203,22,03,OCTOBER,10,"9,13"
2203,22,03,NOVEMBER,11,"19,20"
2204,22,04,JUNE,6,"15,16"
2204,22,04,JULY,7,"24,27"
2204,22,04,SEPTEMBER,9,"2,3"
2204,22,04,OCTOBER,10,"14,15"
2205,22,05,JUNE,6,"17,18"
2205,22,05,JULY,7,"28,29"
2205,22,05,SEPTEMBER,9,"4,8"
2205,22,05,OCTOBER,10,"16,19"
2206,22,06,JUNE,6,"19,22"
2206,22,06,JULY,7,"30,31"
2206,22,06,SEPTEMBER,9,"9,10"
2206,22,06,OCTOBER,10,"20,21"
2207,22,07,JUNE,6,"23,24"
2207,22,07,AUGUST,8,"3,4"
2207,22,07,SEPTEMBER,9,"11,14"
2207,22,07,OCTOBER,10,"22,23"
2208,22,08,MAY,5,18
2208,22,08,JUNE,6,"25,26"
2208,22,08,AUGUST,8,"5,6"
2208,22,08,SEPTEMBER,9,"15,16"
2208,22,08,OCTOBER,10,"26,27"
2209,22,09,MAY,5,"19,20"
2209,22,09,JUNE,6,"29,30"
2209,22,09,AUGUST,8,"7,10"
2209,22,09,SEPTEMBER,9,"17,18"
2209,22,09,OCTOBER,10,"28,29"
2210,22,10,MAY,5,"21,22"
2210,22,10,JULY,7,"1,2"
2210,22,10,AUGUST,8,"11,12"
2210,22,10,SEPTEMBER,9,"21,22"
2210,22,10,OCTOBER,10,30
2210,22,10,NOVEMBER,11,2
2211,22,11,MAY,5,"26,27"
2211,22,11,JULY,7,"6,7"
2211,22,11,AUGUST,8,"13,14"
2211,22,11,SEPTEMBER,9,"23,24"
2211,22,11,NOVEMBER,11,"3,4"
2212,22,12,MAY,5,"28,29"
2212,22,12,JULY,7,"8,9"
2212,22,12,AUGUST,8,"17,18"
2212,22,12,SEPTEMBER,9,"25,28"
2212,22,12,NOVEMBER,11,"5,6"
2213,22,13,JUNE,6,"1,2"
2213,22,13,JULY,7,"10,13"
2213,22,13,AUGUST,8,"19,20"
2213,22,13,SEPTEMBER,9,"29,30"
2213,22,13,NOVEMBER,11,"9,10"
2214,22,14,JUNE,6,"3,4"
2214,22,14,JULY,7,"14,15"
2214,22,14,AUGUST,8,"21,24"
2214,22,14,OCTOBER,10,"1,2"
2214,22,14,NOVEMBER,11,"11,12"
2401,24,01,JUNE,6,"3,4"
2401,24,01,JULY,7,"6,7"
2401,24,01,AUGUST,8,"5,6"
2401,24,01,SEPTEMBER,9,"4,8"
2401,24,01,OCTOBER,10,"7,8"
2401,24,01,NOVEMBER,11,"9,10"
2402,24,02,JUNE,6,"5,8"
2402,24,02,JULY,7,"8,9"
2402,24,02,AUGUST,8,"7,10"
2402,24,02,SEPTEMBER,9,"9,10"
2402,24,02,OCTOBER,10,"9,13"
2402,24,02,NOVEMBER,11,"11,12"
2403,24,03,JUNE,6,"9,10"
2403,24,03,JULY,7,"10,13"
2403,24,03,AUGUST,8,"11,12"
2403,24,03,SEPTEMBER,9,"11,14"
2403,24,03,OCTOBER,10,"14,15"
2403,24,03,NOVEMBER,11,"13,16"
2404,24,04,JUNE,6,"11,12"
2404,24,04,JULY,7,"14,15"
2404,24,04,AUGUST,8,"13,14"
2404,24,04,SEPTEMBER,9,"15,16"
2404,24,04,OCTOBER,10,"16,19"
2404,24,04,NOVEMBER,11,"17,18"
2405,24,05,JUNE,6,"15,16"
2405,24,05,JULY,7,"16,17"
2405,24,05,AUGUST,8,"17,18"
2405,24,05,SEPTEMBER,9,"17,18"
2405,24,05,OCTOBER,10,"20,21"
2405,24,05,NOVEMBER,11,"19,20"
2406,24,06,MAY,5,18
2406,24,06,JUNE,6,"17,18"
2406,24,06,JULY,7,"20,21"
2406,24,06,AUGUST,8,"19,20"
2406,24,06,SEPTEMBER,9,"21,22"
2406,24,06,OCTOBER,10,"22,23"
2407,24,07,MAY,5,"19,20"
2407,24,07,JUNE,6,"19,22"
2407,24,07,JULY,7,"22,23"
2407,24,07,AUGUST,8,"21,24"
2407,24,07,SEPTEMBER,9,"23,24"
2407,24,07,OCTOBER,10,"26,27"
2408,24,08,MAY,5,"21,22"
2408,24,08,JUNE,6,"23,24"
2408,24,08,JULY,7,"24,27"
2408,24,08,AUGUST,8,"25,26"
2408,24,08,SEPTEMBER,9,"25,28"
2408,24,08,OCTOBER,10,"28,29"
2409,24,09,MAY,5,"26,27"
2409,24,09,JUNE,6,"25,26"
2409,24,09,JULY,7,"28,29"
2409,24,09,AUGUST,8,"27,28"
2409,24,09,SEPTEMBER,9,"29,30"
2409,24,09,OCTOBER,10,30
2409,24,09,NOVEMBER,11,2
2410,24,10,MAY,5,"28,29"
2410,24,10,JUNE,6,"29,30"
2410,24,10,JULY,7,"30,31"
2410,24,10,AUGUST,8,31
2410,24,10,SEPTEMBER,9,1
2410,24,10,OCTOBER,10,"1,2"
2410,24,10,NOVEMBER,11,"3,4"
2411,24,11,JUNE,6,"1,2"
2411,24,11,JULY,7,"1,2"
2411,24,11,AUGUST,8,"3,4"
2411,24,11,SEPTEMBER,9,"2,3"
2411,24,11,OCTOBER,10,"5,6"
2411,24,11,NOVEMBER,11,"5,6"
2501,25,01,JUNE,6,"1,2"
2501,25,01,JULY,7,"6,7"
2501,25,01,AUGUST,8,"3,4"
2501,25,01,SEPTEMBER,9,1
2501,25,01,OCTOBER,10,"5,6"
2501,25,01,NOVEMBER,11,"2,3"
2502,25,02,JUNE,6,"3,4"
2502,25,02,JULY,7,"1,2"
2502,25,02,AUGUST,8,"5,6"
2502,25,02,SEPTEMBER,9,"2,3"
2502,25,02,OCTOBER,10,"1,7"
2502,25,02,NOVEMBER,11,"4,5"
2503,25,03,JUNE,6,"5,8"
2503,25,03,JULY,7,13
2503,25,03,AUGUST,8,"7,10"
2503,25,03,SEPTEMBER,9,"4,14"
2503,25,03,OCTOBER,10,2
2503,25,03,NOVEMBER,11,"6,9"
2504,25,04,JUNE,6,"9,10"
2504,25,04,JULY,7,"8,14"
2504,25,04,AUGUST,8,"11,12"
2504,25,04,SEPTEMBER,9,"8,9"
2504,25,04,OCTOBER,10,"13,14"
2504,25,04,NOVEMBER,11,"10,11"
2505,25,05,JUNE,6,"11,12"
2505,25,05,JULY,7,"9,10"
2505,25,05,AUGUST,8,"13,14"
2505,25,05,SEPTEMBER,9,"10,11"
2505,25,05,OCTOBER,10,"8,9"
2505,25,05,NOVEMBER,11,"12,13"
2506,25,06,MAY,5,"18,19"
2506,25,06,JUNE,6,"15,16"
2506,25,06,JULY,7,"20,21"
2506,25,06,AUGUST,8,"17,18"
2506,25,06,SEPTEMBER,9,"15,21"
2506,25,06,OCTOBER,10,"19,20"
2506,25,06,NOVEMBER,11,"16,17"
2507,25,07,MAY,5,"20,21"
2507,25,07,JUNE,6,"17,18"
2507,25,07,JULY,7,"15,16"
2507,25,07,AUGUST,8,"19,20"
2507,25,07,SEPTEMBER,9,"16,17"
2507,25,07,OCTOBER,10,"15,21"
2507,25,07,NOVEMBER,11,"18,19"
2508,25,08,JUNE,6,"19,22"
2508,25,08,JULY,7,"17,27"
2508,25,08,AUGUST,8,"21,24"
2508,25,08,SEPTEMBER,9,"18,28"
2508,25,08,OCTOBER,10,"16,26"
2508,25,08,NOVEMBER,11,"20,23"
2509,25,09,MAY,5,"26,27"
2509,25,09,JUNE,6,"23,24"
2509,25,09,JULY,7,"22,28"
2509,25,09,AUGUST,8,"25,26"
2509,25,09,SEPTEMBER,9,"22,23"
2509,25,09,OCTOBER,10,"27,28"
2509,25,09,NOVEMBER,11,"24,25"
2510,25,10,MAY,5,"22,28"
2510,25,10,JUNE,6,"25,26"
2510,25,10,JULY,7,"23,24"
2510,25,10,AUGUST,8,"27,28"
2510,25,10,SEPTEMBER,9,"24,25"
